"category_dex_number","genus_name","scientific_genus","category","family","description","id","created_date","updated_date","created_by_id","created_by","rarity","icon_url"
"76","Märzenbecher","Leucojum","Blumen","Amaryllisgewächse","Gattung der Blumen","693be7dda8847d8219c5e5de","2025-12-12T10:01:01.161000","2025-12-12T10:01:01.161000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"75","Schneeglöckchen","Galanthus","Blumen","Amaryllisgewächse","Gattung der Blumen","693bd23e1a09771995c5aae6","2025-12-12T08:28:46.439000","2025-12-12T08:28:46.439000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"32","Jasmin","Jasminum","Sträucher","","Jasminum ist eine Pflanzengattung in der Familie der Ölbaumgewächse. Zu dieser Gattung gehören einige wichtige Duft- und Zierpflanzen wie der Echte Jasmin oder der Winter-Jasmin.","693bbf83e197ed9fa9ede229","2025-12-12T07:08:51.650000","2025-12-12T07:08:51.650000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"73","Traubenkraut","Tripolium","Blumen","Korbblütler","Gattung der Blumen","6920fc40eb3e13cfbfb02c0c","2025-11-21T23:56:48.635000","2025-11-21T23:56:48.635000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"72","Strandhafer","Ammophila","Blumen","Süßgräser","Strandhafer (Ammophila) ist eine Pflanzengattung aus der Familie der Süßgräser (Poaceae). Die Gattung wird heute von manchen Autoren zu Calamagrostis gestellt.","6920f61ea865a8f34e556f00","2025-11-21T23:30:38.388000","2025-11-21T23:40:24.017000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"71","Reitgras","Calamagrostis","Blumen","Süßgräser","Reitgräser (Calamagrostis) sind eine Pflanzengattung innerhalb der Familie der Süßgräser (Poaceae). Die etwa 180 bis 230 Arten und Naturhybriden sind fast weltweit verbreitet.","6920f59bf24a82759e4a8b0b","2025-11-21T23:28:27.413000","2025-11-21T23:38:48.516000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"31","Blutbinse","Juncus","Sträucher","Binsengewächse","Gattung der Sträucher","6920455221e2ccf14b0a08d4","2025-11-21T10:56:18.909000","2025-11-21T10:56:18.909000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"27","Thuja","Thuja","Bäume","Zypressengewächse","Gattung der Bäume","692043a20c0fe0f1dab7dabe","2025-11-21T10:49:06.778000","2025-11-21T10:49:06.778000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"70","Muttersaats","Tripleurospermum","Blumen","Korbblütler","Gattung der Blumen","691c356f52b80eee82b488e9","2025-11-18T08:59:27.787000","2025-11-18T08:59:27.787000","68f74de059737140aeca0a36","oxbenmox@googlemail.com","",""
"1","Schwingel","Poa","Blumen","Poaceae","Gattung der Gräser","691c3526ba9c85b46d86871d","2025-11-18T08:58:14.157000","2025-11-22T02:01:21.187000","68f74de059737140aeca0a36","oxbenmox@googlemail.com","",""
"69","Minze","Mentha","Blumen","Lippenblütler","Gattung der Blumen","691b360dc15a747aa3bbb707","2025-11-17T14:49:49.656000","2025-11-17T14:49:49.656000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"68","Melisse","Melissa","Blumen","Lippenblütler","Gattung der Blumen","691b22d0a1b4ccd5131038bd","2025-11-17T13:27:44.401000","2025-11-17T13:27:44.401000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"67","Borretsch","Borago","Blumen","Raublattgewächse","Gattung der Blumen","6917c1c702b456034cb6ff1e","2025-11-14T23:56:55.603000","2025-11-14T23:56:55.603000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"26","Goldregen","Laburnum","Bäume","Fabaceae","Gattung der Bäume","690f7e5a353ee674b1c64b70","2025-11-08T17:31:06.266000","2025-11-08T17:31:06.266000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"66","Eisenhut","Aconitum","Blumen","Butterblütengewächse","Gattung der Blumen","68f8ff1d52087730e11fd900","2025-10-22T15:58:21.728000","2025-10-22T15:58:21.728000","68f8f0041bf0d5d35a22d795","yangw3@winthropalumni.com","",""
"30","Perückenstrauch","Cotinus","Sträucher","Anacardiaceae","Gattung der Sträucher","68f8fe8a329446d71ce2c603","2025-10-22T15:55:54.548000","2025-10-23T11:01:27.257000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"38","Essigbaum","Cotinus","Sträucher","Anacardiaceae","Gattung der Sträucher","68f8fe83fe7e08a636185ba1","2025-10-22T15:55:47.692000","2026-01-25T20:22:01.238000","68f8f0041bf0d5d35a22d795","yangw3@winthropalumni.com","",""
"29","Kleinblütige-Mandel","Dasiphora","Sträucher","Rosengewächse","Gattung der Sträucher","68f8fd8aad4f8ea36e7e2a3f","2025-10-22T15:51:38.708000","2025-10-22T15:51:38.708000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"39","Fingerstrauch","Dasiphora","Sträucher","Rosengewächse","Gattung der Sträucher","68f8fd86f8b688a00217467e","2025-10-22T15:51:34.796000","2026-01-25T20:22:01.806000","68f8f0041bf0d5d35a22d795","yangw3@winthropalumni.com","",""
"28","Efeu","Hedera","Sträucher","Araliaceae","Gattung der Sträucher","68f8fc1ea9587446c0e5815f","2025-10-22T15:45:34.043000","2025-10-22T15:45:34.043000","68f8f0041bf0d5d35a22d795","yangw3@winthropalumni.com","",""
"26","Jungfernrebe","Parthenocissus","Sträucher","Weinrebengewächse","Gattung der Sträucher","68f8f80bf8b688a002171855","2025-10-22T15:28:11.688000","2025-10-22T15:28:11.688000","68f8f0041bf0d5d35a22d795","yangw3@winthropalumni.com","",""
"27","Weinrebe","Parthenocissus","Sträucher","Weinrebengewächse","Gattung der Sträucher","68f8f7fde97deaad36e2ce4d","2025-10-22T15:27:57.025000","2025-10-22T15:27:57.025000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"40","Rhododendron","Rhododendron","Sträucher","Heidegewächse","Gattung der Sträucher","68f8f7545db6018c1705b5bd","2025-10-22T15:25:08.094000","2026-01-25T20:22:02.302000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"65","Hornblatt","Hippuris","Blumen","Sumpf- und Wasserpflanzen","Gattung der Blumen","68f8ee58ebd824de629519fb","2025-10-22T14:46:48.133000","2025-10-22T14:46:48.133000","68f74de059737140aeca0a36","oxbenmox@googlemail.com","",""
"64","Aster","Symphyotrichum","Blumen","Korbblütler","Gattung der Blumen","68f8ee304d4d7e07f491a04d","2025-10-22T14:46:08.231000","2025-10-22T14:46:08.231000","68f74de059737140aeca0a36","oxbenmox@googlemail.com","",""
"63","Ringelblume","Calendula","Blumen","Korbblütler","Gattung der Blumen","68f8ed2e329446d71ce2199a","2025-10-22T14:41:50.547000","2025-10-22T14:41:50.547000","68f74de059737140aeca0a36","oxbenmox@googlemail.com","",""
"25","Wolfsmilch","Euphorbia","Sträucher","Wolfsmilchgewächse","Gattung der Sträucher","68f74e2eebfd26aa6bcbdcd1","2025-10-21T09:11:10.021000","2025-10-21T09:11:10.021000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"41","Oregano","Origanum","Blumen","Lamiaceae","Gattung der Blumen & Kräuter","68f41b9436ffbd296cdfadd4","2025-10-18T22:58:28.255000","2025-10-19T00:05:03.153000","68f4195be5818d87380a2ba2","christoph-maass1@web.de","",""
"9","Dill","Anethum","Blumen","Doldenblütler","Gattung der Blumen & Kräuter","68f41b5f4b41a1a2781c3680","2025-10-18T22:57:35.115000","2025-10-19T00:04:47.161000","68f4195be5818d87380a2ba2","christoph-maass1@web.de","",""
"6","Basilikum","Ocimum","Blumen","Lippenblütler","Gattung der Blumen & Kräuter","68f41aebc49cfccfb357c8fe","2025-10-18T22:55:39.325000","2025-10-19T00:04:45.457000","68f4195be5818d87380a2ba2","christoph-maass1@web.de","",""
"59","Wegwarte ","Cichorium","Blumen","Korbblütler","Gattung der Blumen & Kräuter","68f3a4237508b792dad2d386","2025-10-18T14:28:51.760000","2025-10-19T00:05:11.882000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"24","Schneebeere","Symphoricarpos","Sträucher","Krankheitsblütler","Gattung der Sträucher","68f39bbc24d434da187abfd8","2025-10-18T13:53:00.762000","2025-10-18T23:41:16.625000","68f3785afdd3d9f94405258e","marieheibges@googlemail.com","",""
"23","Feuerdorn","Pyracantha","Sträucher","Rosengewächse","Gattung der Sträucher","68f0d9e5a5e38de65edf357a","2025-10-16T11:41:25.325000","2025-10-16T14:37:20.001000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","Gelegentlich","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/b4f633a7d_plant-1760614814305.jpg"
"28","Knitzelblume","Picris","Blumen","Korbblütler","Gattung der Blumen & Kräuter","68f0b570d5db557a77ca10a6","2025-10-16T09:05:52.605000","2025-10-19T00:04:56.861000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"22","Buchs","Buxus","Sträucher","Buxaceae","Gattung der Sträucher","68ee234079f911781f5461c0","2025-10-14T10:17:36.866000","2025-10-16T14:37:02.869000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","Gelegentlich","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/a9e4fd0ed_plant-1760437020812.jpg"
"54","Thunbergia","Thunbergia","Blumen","Acanthaceae","Gattung der Blumen & Kräuter","68ee225552c32a5a51354667","2025-10-14T10:13:41.809000","2025-10-19T00:05:09.412000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"21","Hydrangea","Hydrangea","Sträucher","Hydrangeaceae","Gattung der Sträucher","68ee21c07572af2321778403","2025-10-14T10:11:12.078000","2025-10-14T10:11:12.078000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/aba343d6c_plant-1760436615738.jpg"
"13","Fingerhut","Digitalis","Blumen","Wegerichgewächse","Hohe Pflanzen mit glockenförmigen Blüten, sehr giftig aber medizinisch wichtig","68ee1c59493cbf6095ed7116","2025-10-14T09:48:09.459000","2025-10-19T00:04:49.377000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"4","Bärenklau","Heracleum","Blumen","Doldenblütler","Große Doldenblütler mit weißen Blüten","68ee1c59493cbf6095ed7117","2025-10-14T09:48:09.459000","2025-10-19T00:04:44.502000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"43","Salbei","Salvia","Blumen","Lippenblütler","Aromatische Pflanzen mit Lippenblüten","68ee1c59493cbf6095ed7118","2025-10-14T09:48:09.459000","2025-10-19T00:05:04.170000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"30","Königskerze","Verbascum","Blumen","Braunwurzgewächse","Hohe Pflanzen mit gelben Blütenkerzen","68ee1c59493cbf6095ed7119","2025-10-14T09:48:09.459000","2025-10-19T00:04:57.845000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"47","Schaumkraut","Cardamine","Blumen","Kreuzblütler","Zarte Frühjahrsblumen mit rosa oder weißen Blüten","68ee1c59493cbf6095ed711a","2025-10-14T09:48:09.459000","2025-10-19T00:05:06.095000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"21","Hornklee","Lotus","Blumen","Hülsenfrüchtler","Niedrige Pflanzen mit gelben Schmetterlingsblüten","68ee1c59493cbf6095ed711b","2025-10-14T09:48:09.459000","2025-10-19T00:04:53.364000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"20","Heidekraut","Calluna","Blumen","Heidekrautgewächse","Niedriger Strauch der Heidelandschaften prägt","68ee1c59493cbf6095ed711c","2025-10-14T09:48:09.459000","2025-10-19T00:04:52.877000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"51","Steinklee","Melilotus","Blumen","Hülsenfrüchtler","Hohe Pflanzen mit gelben oder weißen Blütentrauben, duftet nach Cumarin","68ee1c59493cbf6095ed711d","2025-10-14T09:48:09.459000","2025-10-19T00:05:07.998000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"32","Nelkengewächse","Silene","Blumen","Nelkengewächse","Pflanzen mit aufgeblasenem Kelch und weißen Blüten","68ee1c59493cbf6095ed711e","2025-10-14T09:48:09.459000","2025-12-12T16:54:31.146000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"42","Rainfarn","Tanacetum","Blumen","Korbblütler","Hohe Pflanzen mit gelben knopfartigen Blüten","68ee1c59493cbf6095ed711f","2025-10-14T09:48:09.459000","2025-10-19T00:05:03.647000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"7","Beifuß","Artemisia","Blumen","Korbblütler","Aromatisches Kraut mit graugrünen Blättern","68ee1c59493cbf6095ed7120","2025-10-14T09:48:09.459000","2025-10-19T00:04:45.939000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"38","Natternkopf","Echium","Blumen","Raublattgewächse","Borstige Pflanzen mit blauen Trichterblüten","68ee1c59493cbf6095ed7121","2025-10-14T09:48:09.459000","2025-10-19T00:05:01.723000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"10","Distel","Cirsium","Blumen","Korbblütler","Stachelige Pflanzen mit lila oder gelben Blütenköpfen","68ee1c59493cbf6095ed7112","2025-10-14T09:48:09.458000","2025-10-19T00:04:47.664000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"2","Ampfer","Rumex","Blumen","Knöterichgewächse","Robuste Pflanzen mit langen Blütenständen, einige Arten essbar","68ee1c59493cbf6095ed7113","2025-10-14T09:48:09.458000","2025-10-19T00:04:43.569000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"29","Knöterich","Polygonum","Blumen","Knöterichgewächse","Niederliegende oder aufrechte Pflanzen mit kleinen Blüten","68ee1c59493cbf6095ed7114","2025-10-14T09:48:09.458000","2025-10-19T00:04:57.382000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"40","Nelke","Silene","Blumen","Nelkengewächse","Zarte Pflanzen mit fünfblättrigen Blüten","68ee1c59493cbf6095ed7115","2025-10-14T09:48:09.458000","2025-10-19T00:05:02.692000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"11","Ulme","Ulmus","Bäume","Ulmengewächse","Laubbäume mit asymmetrischen Blättern und geflügelten Früchten","68ee0face0e577784fb08fb9","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"12","Esche","Fraxinus","Bäume","Ölbaumgewächse","Hohe Laubbäume mit gefiederten Blättern und geflügelten Früchten","68ee0face0e577784fb08fba","2025-10-14T08:54:04.471000","2025-10-18T15:32:11.679000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/d7d525c13_plant-1760801506631.jpg"
"13","Pappel","Populus","Bäume","Weidengewächse","Schnellwachsende Bäume mit dreieckigen oder runden Blättern","68ee0face0e577784fb08fbb","2025-10-14T08:54:04.471000","2025-10-18T13:37:12.507000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/a230bf68f_plant-1760794572909.jpg"
"14","Weide","Salix","Bäume","Weidengewächse","Bäume und Sträucher mit schmalen Blättern und Kätzchen","68ee0face0e577784fb08fbc","2025-10-14T08:54:04.471000","2025-10-18T15:14:21.768000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/47b5a5082_plant-1760800426081.jpg"
"15","Eberesche","Sorbus","Bäume","Rosengewächse","Bäume mit gefiederten Blättern und roten Beeren","68ee0face0e577784fb08fbd","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"16","Kirsche","Prunus","Bäume","Rosengewächse","Bäume mit weißen oder rosa Blüten und Steinfrüchten","68ee0face0e577784fb08fbe","2025-10-14T08:54:04.471000","2025-10-15T07:21:02.538000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/cd2ab6b67_plant-1760512510721.jpg"
"17","Apfel","Malus","Bäume","Rosengewächse","Obstbäume mit rosa-weißen Blüten und Apfelfrüchten","68ee0face0e577784fb08fbf","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"18","Birne","Pyrus","Bäume","Rosengewächse","Obstbäume mit weißen Blüten und birnenförmigen Früchten","68ee0face0e577784fb08fc0","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"19","Hainbuche","Carpinus","Bäume","Birkengewächse","Laubbaum mit geriffeltem Stamm und gezähnten Blättern","68ee0face0e577784fb08fc1","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"20","Lärche","Larix","Bäume","Kieferngewächse","Nadelbaum der im Winter seine Nadeln verliert","68ee0face0e577784fb08fc2","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"21","Douglasie","Pseudotsuga","Bäume","Kieferngewächse","Immergrüner Nadelbaum mit hängenden Zapfen","68ee0face0e577784fb08fc3","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"22","Wacholder","Juniperus","Bäume","Zypressengewächse","Nadelgehölz mit beerenartigen Zapfen","68ee0face0e577784fb08fc4","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"23","Eibe","Taxus","Bäume","Eibengewächse","Immergrüner Nadelbaum mit roten Früchten","68ee0face0e577784fb08fc5","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"24","Robinie","Robinia","Bäume","Hülsenfrüchtler","Baum mit gefiederten Blättern und weißen Blütentrauben","68ee0face0e577784fb08fc6","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"25","Platane","Platanus","Bäume","Platanengewächse","Großer Baum mit abblätternder Rinde","68ee0face0e577784fb08fc7","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"9","Hartriegel","Cornus","Sträucher","Hartriegelgewächse","Sträucher mit charakteristischen Blüten und Beeren","68ee0face0e577784fb08fc8","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"10","Schneeball","Viburnum","Sträucher","Moschuskrautgewächse","Sträucher mit kugelförmigen weißen Blüten","68ee0face0e577784fb08fc9","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"11","Pfaffenhütchen","Euonymus","Sträucher","Spindelbaumgewächse","Strauch mit auffälligen rosa-orangenen Früchten","68ee0face0e577784fb08fca","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"12","Stechpalme","Ilex","Sträucher","Stechpalmengewächse","Immergrüner Strauch mit stacheligen Blättern","68ee0face0e577784fb08fcb","2025-10-14T08:54:04.471000","2025-10-18T13:41:35.400000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/ca79d6bc5_plant-1760794850030.jpg"
"13","Ginster","Cytisus","Sträucher","Hülsenfrüchtler","Strauch mit gelben Schmetterlingsblüten","68ee0face0e577784fb08fcc","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"14","Sanddorn","Hippophae","Sträucher","Ölweidengewächse","Dorniger Strauch mit orangenen Beeren","68ee0face0e577784fb08fcd","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"15","Berberitze","Berberis","Sträucher","Berberitzengewächse","Dorniger Strauch mit gelben Blüten und roten Beeren","68ee0face0e577784fb08fce","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"16","Heckenkirsche","Lonicera","Sträucher","Geißblattgewächse","Kletternder Strauch mit duftenden Blüten","68ee0face0e577784fb08fcf","2025-10-14T08:54:04.471000","2025-10-18T15:35:20.212000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","","https://base44.app/api/apps/68ed5acb3c768a7480fef69f/files/public/68ed5acb3c768a7480fef69f/c26187912_plant-1760801699950.jpg"
"17","Forsythie","Forsythia","Sträucher","Ölbaumgewächse","Strauch mit leuchtend gelben Frühjahrsblüten","68ee0face0e577784fb08fd0","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"18","Johannisbeere","Ribes","Sträucher","Stachelbeergewächse","Strauch mit essbaren Beeren","68ee0face0e577784fb08fd1","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
"19","Weigelie","Weigela","Sträucher","Geißblattgewächse","Zierstrauch mit trichterförmigen Blüten","68ee0face0e577784fb08fd2","2025-10-14T08:54:04.471000","2025-10-14T08:54:04.471000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com","",""
